addiu,31..27,11110,26..21,*,20..16,*,15..11,00000,10..8,*,7..5,*,4..0,*
andi,31..27,11110,26..21,*,20..16,*,15..11,01101,10..8,*,7..5,*,4..0,*
cache,31..27,11110,26..25,00,24..21,*,20..16,*,15..11,11010,10..8,*,7..5,101,4..0,*
di,31..27,11110,26..24,000,23..21,000,20..19,00,18,*,17..16,10,15..11,01100,10..8,111,7..5,000,4..0,01100
dmt,31..27,11110,26..24,000,23..21,001,20..19,00,18,*,17..16,10,15..11,01100,10..8,111,7..5,000,4..0,00001
dvpe,31..27,11110,26..24,000,23..21,001,20..19,00,18,*,17..16,10,15..11,01100,10..8,111,7..5,000,4..0,00000
ehb,31..27,11110,26..22,00011,20..16,00000,15..11,00110,10..8,000,7..5,000,4..2,100,1..0,00
ei,31..27,11110,26..24,000,23..21,000,20..19,00,18,*,17..16,11,15..11,01100,10..8,111,7..5,000,4..0,01100
emt,31..27,11110,26..24,000,23..21,001,20..19,00,18,*,17..16,11,15..11,01100,10..8,111,7..5,000,4..0,00001
evpe,31..27,11110,26..24,000,23..21,001,20..19,00,18,*,17..16,11,15..11,01100,10..8,111,7..5,000,4..0,00000
ext,31..27,11110,26..22,*,21,1,20..16,*,15..11,00110,10..8,*,7..5,*,4..2,010,1..0,00
ins,31..27,11110,26..22,*,21,1,20..16,*,15..11,00110,10..8,*,7..5,*,4..2,001,1..0,00
ins,31..27,11110,26..22,*,21,0,20..16,*,15..11,00110,10..8,000,7..5,*,4..2,001,1..0,00
lb,31..27,11110,26..21,*,20..16,*,15..11,10010,10..8,*,7..5,011,4..0,*
lbu,31..27,11110,26..21,*,20..16,*,15..11,10010,10..8,*,7..5,101,4..0,*
lh,31..27,11110,26..21,*,20..16,*,15..11,10010,10..8,*,7..5,010,4..0,*
lhu,31..27,11110,26..21,*,20..16,*,15..11,10010,10..8,*,7..5,100,4..0,*
ll,31..27,11110,26..21,*,20..19,00,18..16,*,15..11,10010,10..8,*,7..5,110,4..0,*
lui,31..27,11110,26..21,*,20..16,*,15..11,01101,10..8,*,7..5,001,4..0,*
lw,31..27,11110,26..21,*,20..16,*,15..11,10010,10..8,*,7..5,001,4..0,*
lwl,31..27,11110,26..25,00,24..21,*,20..19,00,18..16,*,15..11,10010,10..8,*,7..5,111,4..0,*
lwr,31..27,11110,26..25,00,24..21,*,20..19,10,18..16,*,15..11,10010,10..8,*,7..5,111,4..0,*
mfc0,31..27,11110,26..24,000,23..21,*,20..16,00000,15..11,01100,10..8,111,7..5,*,4..0,*
mtc0,31..27,11110,26..24,000,23..21,*,20..16,00001,15..11,01100,10..8,111,7..5,*,4..0,*
movz,31..27,11110,26..22,00000,21,1,20..19,00,18..16,*,15..11,00110,10..8,*,7..5,*,4..2,001,1..0,10
movz,31..27,11110,26..22,00000,21,0,20..19,00,18..16,000,15..11,00110,10..8,*,7..5,*,4..2,001,1..0,10
movn,31..27,11110,26..22,00000,21,1,20..19,00,18..16,000,15..11,00110,10..8,*,7..5,*,4..2,010,1..0,10
movn,31..27,11110,26..22,00000,21,0,20..19,00,18..16,000,15..11,00110,10..8,*,7..5,*,4..2,010,1..0,10
movtn,31..27,11110,26..22,00000,21,1,20..19,00,18..16,*,15..11,00110,10..8,*,7..5,000,4..2,111,1..0,10
movtn,31..27,11110,26..22,00000,21,0,20..19,00,18..16,000,15..11,00110,10..8,*,7..5,000,4..2,111,1..0,10
movtz,31..27,11110,26..22,00000,21,1,20..19,00,18..16,000,15..11,00110,10..8,*,7..5,000,4..2,101,1..0,10
movtz,31..27,11110,26..22,00000,21,0,20..19,00,18..16,000,15..11,00110,10..8,*,7..5,000,4..2,101,1..0,10
pause,31..27,11110,26..22,00101,21,0,20..16,00000,15..11,00110,10..8,000,7..5,000,4..2,110,1..0,00
pref,31..27,11110,26..25,00,24..21,*,20..16,*,15..11,11010,10..8,*,7..5,100,4..0,*
ori,31..27,11110,26..21,*,20..16,*,15..11,01101,10..8,*,7..5,010,4..0,*
rdhwr,31..27,11110,26..22,00000,21,0,20..16,*,15..11,00110,10..8,000,7..5,*,4..2,011,1..0,00
sb,31..27,11110,26..21,*,20..16,*,15..11,11010,10..8,*,7..5,011,4..0,*
sc,31..27,11110,26..25,00,24..21,*,20..19,00,18..16,*,15..11,11010,10..8,*,7..5,111,4..0,*
sh,31..27,11110,26..21,*,20..16,*,15..11,11010,10..8,*,7..5,010,4..0,*
sw,31..27,11110,26..21,*,20..16,*,15..11,11010,10..8,*,7..5,001,4..0,*
swl,31..27,11110,26..25,00,24..21,*,20..19,00,18..16,*,15..11,11010,10..8,*,7..5,111,4..0,*
swr,31..27,11110,26..25,00,24..21,*,20..19,10,18..16,*,15..11,11010,10..8,*,7..5,111,4..0,*
sync,31..27,11110,26..22,*,21,0,20..16,00000,15..11,00110,10..8,000,7..5,000,4..2,101,1..0,00
xori,31..27,11110,26..21,*,20..16,*,15..11,01101,10..8,*,7..5,100,4..0,*
